Rk,Player,PTS/100 Poss.,MP/G,G,USG%,TS%,Season,Team,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Class,Player-additional
440,Zion Harmon,27.2,29.0,32,27.8,.527,2022-23,Bethune-Cookman,32,27,1.2,98,113,0.8,0.4,.050,-1.9,-4.3,-6.2,14.0,1.0,7.0,3.9,21.6,1.9,0.6,18.7,27.8,G,FR,zion-harmon-2
441,Cade Tyson,27.2,29.1,30,22.1,.612,2022-23,Belmont,30,28,3.4,119,105,2.4,1.0,.155,2.3,-1.0,1.3,19.8,4.6,13.8,9.4,6.0,2.0,1.3,10.2,22.1,F,FR,cade-tyson-1
442,Bryce Cofield,27.2,22.3,22,27.3,.527,2025-26,Cal State Fullerton,22,16,1.1,103,108,0.4,0.7,.090,-1.8,-0.6,-2.4,16.6,5.7,19.8,12.5,21.8,1.7,2.2,16.7,27.3,G,FR,bryce-cofield-1
443,Ben Harvey,27.2,21.7,32,25.7,.559,2018-19,Eastern Illinois,32,1,1.2,101,110,0.8,0.4,.070,-1.1,-3.2,-4.3,15.7,4.5,15.9,10.1,10.0,1.4,0.5,17.8,25.7,G,FR,ben-harvey-1
444,Brandon Britt,27.2,25.2,28,28.2,.508,2010-11,William & Mary,28,21,1.1,99,111,0.9,0.3,.065,-0.8,-2.9,-3.8,14.9,2.1,8.3,5.4,20.9,1.3,0.3,15.1,28.2,G,FR,brandon-britt-1
445,Marcus LoVett,27.2,31.6,30,24.7,.575,2016-17,St. John's (NY),30,25,2.7,110,110,2.1,0.6,.114,4.1,0.2,4.3,18.8,2.0,8.2,5.1,24.8,2.3,0.1,16.0,24.7,G,FR,marcus-lovett-1
446,Seth Tuttle,27.2,22.4,34,20.7,.675,2011-12,Northern Iowa,34,34,4.5,131,97,3.3,1.3,.239,6.1,2.2,8.3,27.6,12.2,20.5,16.2,11.8,2.3,2.3,13.6,20.7,F,FR,seth-tuttle-1
447,Marcus Williams,27.2,31.1,25,27.1,.552,2020-21,Wyoming,25,24,2.0,104,108,1.5,0.5,.104,1.4,-1.7,-0.3,18.3,0.7,8.9,4.7,28.7,2.5,0.8,18.3,27.1,G,FR,marcus-williams-24
448,Denver Jones,27.2,26.8,31,24.8,.550,2021-22,Florida International,31,7,3.0,112,104,2.1,0.9,.145,2.2,-0.8,1.4,18.6,3.0,12.6,7.9,17.6,2.0,0.3,12.8,24.8,G,FR,denver-jones-1
449,Will Riley,27.2,25.7,35,23.8,.532,2024-25,Illinois,35,9,3.3,118,108,2.3,1.0,.146,4.8,1.7,6.5,17.4,5.2,11.6,8.5,16.1,0.6,1.0,9.2,23.8,F,FR,will-riley-1
450,Wendell Green Jr.,27.2,30.5,29,28.0,.501,2020-21,Eastern Kentucky,29,25,3.1,103,98,1.7,1.5,.142,1.2,-0.6,0.6,18.6,2.1,10.5,6.1,29.5,2.8,0.4,14.9,28.0,G,FR,wendell-greenjr-1
451,John Gillon,27.1,22.6,27,24.8,.591,2012-13,Little Rock,27,12,2.2,108,100,1.4,0.8,.143,1.8,-0.5,1.4,17.9,1.5,12.4,6.5,23.9,1.8,0.2,20.4,24.8,G,FR,john-gillon-1
452,Connor Essegian,27.1,27.4,35,23.8,.556,2022-23,Wisconsin,35,19,3.2,109,102,1.8,1.4,.133,3.9,1.4,5.4,16.6,2.9,14.4,8.4,6.1,1.3,0.1,8.9,23.8,G,FR,connor-essegian-1
453,Koby McEwen,27.1,31.3,31,24.6,.605,2016-17,Utah State,31,30,3.5,110,103,2.1,1.4,.143,2.9,0.4,3.3,18.3,1.9,15.8,9.3,19.2,1.4,1.2,18.0,24.6,G,FR,koby-mcewen-1
454,Chris Flores,27.1,30.2,31,25.1,.529,2009-10,NJIT,31,27,3.3,105,97,1.7,1.6,.140,,,,18.9,3.8,11.1,7.2,19.7,3.4,0.1,12.5,25.1,G,FR,chris-flores-1
455,Gilvydas Biruta,27.1,22.1,32,23.2,.587,2010-11,Rutgers,32,31,3.1,115,99,2.0,1.1,.173,2.5,1.0,3.5,23.1,13.0,17.3,15.1,5.7,2.6,3.7,14.6,23.2,F,FR,gilvydas-biruta-1
456,Giorgi Bezhanishvili,27.1,26.1,33,25.2,.570,2018-19,Illinois,33,33,2.1,104,107,1.3,0.8,.098,0.9,0.5,1.4,17.9,9.7,13.8,11.7,6.7,1.4,3.4,17.7,25.2,F,FR,giorgi-bezhanishvili-1
457,Mac McClung,27.1,26.4,29,27.2,.506,2018-19,Georgetown,29,29,1.4,100,109,0.9,0.6,.075,0.4,-0.5,-0.1,14.3,3.2,7.4,5.4,15.3,1.7,0.6,13.6,27.2,G,FR,matthew-mcclung-1
458,Thomas Sorber,27.0,31.3,24,23.6,.580,2024-25,Georgetown,24,23,3.4,115,97,1.7,1.7,.179,4.1,4.4,8.5,24.7,9.5,21.9,15.6,15.6,2.7,7.6,15.3,23.6,F,FR,thomas-sorber-1
459,John Jenkins,27.0,23.1,31,19.6,.646,2009-10,Vanderbilt,31,7,3.3,131,104,2.5,0.8,.183,,,,19.9,1.4,8.8,5.4,8.4,1.1,0.7,8.1,19.6,G,FR,john-jenkins-1
460,Marshawn Powell,27.0,31.0,32,25.1,.534,2009-10,Arkansas,32,32,3.2,106,102,2.0,1.2,.128,,,,20.9,8.5,16.0,12.3,10.1,1.8,4.3,12.9,25.1,F,FR,marshawn-powell-1
461,Elijah Hutchins-Everett,27.0,27.7,29,25.3,.568,2021-22,Austin Peay,29,29,2.1,102,104,1.1,0.9,.102,-1.5,-2.2,-3.7,17.5,9.6,20.3,14.7,7.1,1.1,1.7,19.0,25.3,C,FR,elijah-hutchins-everett-1
462,Louis King,27.0,30.4,31,25.0,.552,2018-19,Oregon,31,28,3.3,105,97,1.5,1.8,.140,2.9,1.7,4.6,17.2,5.4,16.0,10.9,9.0,1.7,1.0,14.5,25.0,F,FR,louis-king-1
463,Zach Norvell Jr.,27.0,27.0,37,22.5,.595,2017-18,Gonzaga,37,29,4.9,121,98,3.0,1.9,.195,4.7,2.7,7.4,20.3,4.7,11.3,8.1,14.4,2.4,0.3,12.8,22.5,G,FR,zach-norvelljr-1
464,Kayden Mingo,27.0,30.7,18,25.1,.541,2025-26,Penn State,18,18,1.7,115,114,1.2,0.5,.122,2.8,1.1,3.9,20.9,2.6,12.1,7.2,30.4,3.9,0.4,12.0,25.1,G,FR,kayden-mingo-1
465,Tommy Bruner,27.0,29.7,33,26.5,.529,2019-20,USC Upstate,33,32,1.5,99,111,1.2,0.3,.063,-1.0,-3.3,-4.4,14.9,1.3,7.1,4.1,17.1,1.8,0.1,15.7,26.5,G,FR,tommy-bruner-1
466,Jalen Harris,27.0,22.9,27,24.6,.556,2016-17,Louisiana Tech,27,2,2.3,108,97,1.1,1.2,.147,0.6,0.1,0.7,17.8,3.9,11.0,7.6,13.2,2.0,1.2,13.7,24.6,G,FR,jalen-harris-2
467,Michael Eley,27.0,21.0,29,25.3,.500,2022-23,Siena,29,2,1.9,106,100,1.0,1.0,.127,0.1,-0.1,0.0,16.7,4.6,12.2,8.4,6.9,2.8,1.0,7.1,25.3,G,FR,michael-eley-1
468,Jacquan Nobles,27.0,24.3,32,22.4,.587,2009-10,Tennessee State,32,15,2.1,112,110,1.7,0.4,.108,,,,16.8,3.0,6.4,4.6,7.8,2.3,0.1,12.6,22.4,G,FR,jacquan-nobles-1
469,Jared McCain,26.9,31.6,36,21.1,.611,2023-24,Duke,36,36,5.2,124,101,3.3,1.9,.182,6.0,2.6,8.5,19.4,3.1,15.2,9.3,11.0,2.0,0.2,10.1,21.1,G,FR,jared-mccain-2
470,Payton Sparks,26.9,28.0,31,23.9,.589,2021-22,Ball State,31,31,3.2,115,108,2.5,0.7,.148,1.1,-2.8,-1.6,21.8,12.5,21.2,16.9,9.0,0.8,2.0,15.9,23.9,C,FR,payton-sparks-1
471,Myles Rice,26.9,33.2,35,25.9,.526,2023-24,Washington State,35,35,3.8,107,102,1.9,1.9,.132,1.2,2.4,3.6,17.0,1.5,9.1,5.4,22.7,2.9,0.5,15.4,25.9,G,FR,myles-rice-1
472,Luka Brajkovic,26.9,24.9,34,24.8,.579,2018-19,Davidson,34,33,3.3,109,98,1.8,1.5,.157,0.2,1.0,1.3,20.9,10.5,17.5,14.1,12.9,0.9,5.6,16.3,24.8,F,FR,luka-brajkovic-1
473,Charles Bassey,26.9,31.4,34,22.1,.673,2018-19,Western Kentucky,34,34,5.0,115,94,2.7,2.3,.189,2.9,2.3,5.2,25.9,11.0,24.6,18.1,5.1,1.5,8.7,20.9,22.1,C,FR,charles-bassey-1
474,Chasson Randle,26.9,30.5,37,23.3,.581,2011-12,Stanford,37,36,4.7,111,96,2.7,2.0,.167,3.1,2.7,5.8,17.5,2.2,11.5,6.5,14.2,2.2,0.2,15.9,23.3,G,FR,chasson-randle-1
475,Jaden Shackelford,26.9,29.4,31,22.9,.567,2019-20,Alabama,31,19,3.2,116,107,2.6,0.6,.140,5.3,-0.2,5.1,18.3,4.5,11.1,7.8,9.4,1.0,0.6,9.9,22.9,G,FR,jaden-shackelford-1
476,Ja'Kobe Walter,26.9,32.3,35,23.4,.541,2023-24,Baylor,35,35,4.2,119,108,3.0,1.2,.149,4.6,1.2,5.8,17.1,5.3,12.0,8.7,8.1,2.0,0.8,9.1,23.4,G,FR,jakobe-walter-2
477,Cameron Krutwig,26.9,23.7,38,23.1,.628,2017-18,Loyola Chicago,38,34,4.9,121,94,2.9,2.1,.219,4.3,2.2,6.6,24.7,11.4,20.6,16.6,15.3,1.3,3.4,15.0,23.1,C,FR,cameron-krutwig-1
478,Melsahn Basabe,26.9,24.5,31,23.1,.606,2010-11,Iowa,31,31,2.8,109,99,1.6,1.1,.146,2.2,1.9,4.2,22.0,13.0,19.5,16.2,2.7,0.9,6.1,18.7,23.1,F,FR,melsahn-basabe-1
479,Deonte Burton,26.9,29.6,32,24.1,.559,2010-11,Nevada,32,32,3.5,114,105,2.6,0.9,.148,3.0,1.2,4.3,19.5,1.3,7.1,4.2,26.6,2.5,1.0,15.4,24.1,G,FR,deonte-burton-1
480,Anthony Dell'Orso,26.9,28.8,34,23.8,.596,2022-23,Campbell,34,27,3.2,110,104,2.0,1.2,.133,0.8,-1.7,-0.9,19.1,4.6,20.9,12.9,10.1,1.9,0.7,15.6,23.8,G,FR,anthony-dellorso-1
481,Gary Harris,26.9,29.7,34,22.1,.584,2012-13,Michigan State,34,33,4.5,117,97,2.9,1.6,.177,5.4,3.4,8.7,19.2,3.7,6.8,5.3,9.8,2.8,0.7,12.0,22.1,G,FR,gary-harris-1
482,Trayce Jackson-Davis,26.9,29.3,32,21.5,.600,2019-20,Indiana,32,32,5.3,124,94,3.4,1.8,.225,6.3,3.5,9.8,27.6,11.8,21.2,16.5,8.5,1.4,7.3,10.4,21.5,F,FR,trayce-jackson-davis-1
483,Essam Mostafa,26.9,25.0,26,22.6,.577,2020-21,Coastal Carolina,26,25,3.5,118,93,2.1,1.4,.212,1.0,-1.1,-0.1,24.8,15.7,21.2,18.6,6.6,1.1,4.1,13.3,22.6,C,FR,essam-mostafa-1
484,Amon Dörries,26.9,29.9,22,24.5,.593,2025-26,Bucknell,22,21,0.9,104,118,0.6,0.3,.056,-1.8,-2.1,-3.9,14.5,5.6,9.6,7.5,11.7,1.4,2.4,19.1,24.5,F,FR,amon-dorries-1
485,Trey Burke,26.8,36.1,34,26.4,.538,2011-12,Michigan,34,32,4.3,107,103,2.9,1.3,.139,5.2,1.4,6.6,19.4,2.4,10.7,6.5,28.7,1.7,1.2,16.7,26.4,G,FR,trey-burke-1
486,Nike Sibande,26.8,32.9,34,25.0,.542,2017-18,Miami (OH),34,33,3.0,104,104,1.5,1.5,.107,0.0,-0.5,-0.5,15.7,2.9,12.2,7.6,7.8,2.0,0.5,13.2,25.0,G,FR,nike-sibande-1
487,James Young,26.8,32.4,40,23.4,.536,2013-14,Kentucky,40,39,4.7,115,104,3.0,1.7,.145,4.2,1.9,6.1,16.6,3.7,11.0,7.5,10.8,1.4,0.6,12.3,23.4,G,FR,james-young-1
488,Derrick Marks,26.8,21.5,30,25.9,.565,2011-12,Boise State,30,13,2.0,103,101,1.1,0.8,.123,0.3,1.5,1.8,18.5,3.3,19.1,10.4,22.3,2.3,2.4,21.7,25.9,G,FR,derrick-marks-1
489,Dante Maddox Jr.,26.8,24.4,16,22.8,.621,2020-21,Cal State Fullerton,16,9,1.3,115,111,1.1,0.2,.129,3.0,-1.3,1.8,18.7,1.5,8.5,4.9,13.7,2.1,0.3,15.5,22.8,G,FR,dante-maddoxjr-1
490,Casey Walker,26.8,32.6,30,24.3,.538,2010-11,Delaware State,30,29,2.1,105,110,1.7,0.5,.086,0.8,-4.1,-3.3,16.2,3.1,10.4,6.5,5.6,1.5,2.0,10.6,24.3,G,FR,casey-walker-1
491,Trent Frazier,26.8,26.3,32,26.3,.513,2017-18,Illinois,32,16,2.2,103,104,1.1,1.1,.105,2.7,1.5,4.2,16.0,0.9,7.9,4.1,23.8,3.6,0.1,15.4,26.3,G,FR,trent-fraizer-1
492,D'maurian Williams,26.8,24.0,26,25.1,.546,2020-21,Gardner-Webb,26,5,1.9,105,103,1.2,0.7,.120,1.0,-0.8,0.2,17.2,1.1,12.6,6.9,17.8,2.7,0.4,14.1,25.1,G,FR,dmaurian-williams-1
493,Ethan Roberts,26.7,27.2,33,21.9,.620,2022-23,Army,33,31,3.4,118,105,2.4,1.0,.151,1.8,-1.5,0.3,18.5,2.5,16.9,10.0,8.7,1.2,0.1,12.5,21.9,F,FR,ethan-roberts-1
494,Wesley Yates III,26.7,30.5,33,23.1,.593,2024-25,Southern California,33,24,2.9,113,111,2.0,0.9,.113,3.6,1.2,4.7,16.8,4.0,7.7,5.9,11.2,2.3,0.8,13.3,23.1,G,FR,wesley-yates-iii-1
495,Tomislav Ivisic,26.7,26.8,32,21.8,.597,2024-25,Illinois,32,31,4.0,123,100,2.4,1.6,.187,6.3,4.5,10.7,22.0,7.4,22.2,15.2,15.8,1.2,4.0,12.8,21.8,C,FR,tomislav-ivisic-1
496,Akwasi Yeboah,26.7,21.2,31,25.5,.500,2016-17,Stony Brook,31,10,1.9,104,102,1.0,0.9,.118,1.1,-1.3,-0.2,17.4,7.7,20.5,13.7,6.5,1.3,2.9,10.1,25.5,G,FR,akwasi-yeboah-1
497,Francis Alonso,26.7,28.4,34,22.5,.619,2015-16,UNC Greensboro,34,26,2.6,113,113,2.1,0.4,.106,1.9,-2.4,-0.4,16.1,0.9,6.4,3.6,12.5,1.1,0.6,15.6,22.5,G,FR,francis-alonso-1
498,Kevin Puryear,26.7,24.7,31,24.2,.562,2015-16,Missouri,31,31,2.0,107,109,1.3,0.6,.102,2.1,-0.7,1.4,17.1,5.9,14.5,10.3,3.9,0.9,0.6,13.7,24.2,F,FR,kevin-puryear-1
499,Azuolas Tubelis,26.7,26.7,26,24.7,.562,2020-21,Arizona,26,20,2.5,107,100,1.5,1.0,.143,3.3,1.2,4.5,19.7,11.3,19.4,15.4,9.8,1.3,2.6,17.8,24.7,F,FR,azuolas-tubelis-1
500,Jarvis Threatt,26.7,23.9,31,24.0,.563,2011-12,Delaware,31,3,3.4,115,98,2.2,1.1,.181,4.5,1.7,6.3,23.8,4.2,14.1,9.3,20.8,3.3,1.0,14.2,24.0,G,FR,jarvis-threatt-1
501,Deion Hammond,26.7,25.3,31,23.9,.556,2017-18,Monmouth,31,23,2.0,108,109,1.3,0.7,.100,2.0,-1.1,0.9,15.1,2.7,8.1,5.5,7.5,1.7,1.0,10.5,23.9,G,FR,deion-hammond-1
502,J.J. Thomas,26.7,24.4,25,25.4,.512,2010-11,Louisiana–Lafayette,25,21,1.9,105,102,1.1,0.8,.125,0.1,-1.0,-0.8,18.4,8.8,20.2,14.4,7.5,0.8,2.1,13.5,25.4,F,FR,jj-thomas-1
503,Matt Harris,26.7,20.5,26,23.7,.566,2014-15,UMass Lowell,26,0,1.5,106,105,0.9,0.6,.111,2.4,-1.4,1.0,16.6,2.3,9.2,5.6,10.0,2.0,0.5,10.6,23.7,G,FR,matt-harris-1
504,DeShawn Gory,26.7,26.3,20,23.3,.553,2025-26,Fresno State,20,20,1.9,113,101,0.9,1.1,.148,2.8,1.7,4.5,18.0,5.1,19.0,12.2,14.0,1.6,0.9,9.4,23.3,F,FR,deshawn-gory-1
505,Anthony Davis,26.7,32.0,40,18.8,.654,2011-12,Kentucky,40,40,9.9,139,81,5.9,4.1,.310,9.1,8.1,17.2,35.1,11.6,25.6,19.0,7.5,2.5,13.7,8.6,18.8,F,FR,anthony-davis-5
506,Marquise Kennedy,26.7,21.0,32,24.3,.576,2019-20,Loyola Chicago,32,6,2.9,108,93,1.5,1.4,.171,1.1,1.9,3.1,20.3,3.1,13.3,8.4,14.0,3.4,1.8,12.7,24.3,G,FR,marquise-kennedy-1
507,Chuck Harris,26.7,29.8,24,25.4,.537,2020-21,Butler,24,14,1.8,104,106,1.2,0.6,.102,2.6,1.0,3.6,16.3,2.3,10.5,6.1,18.0,2.1,0.3,13.7,25.4,G,FR,chuck-harris-2
508,Corey Sanders,26.7,33.5,27,27.4,.512,2015-16,Rutgers,27,24,1.2,98,112,0.8,0.4,.053,1.8,-0.1,1.7,17.4,1.5,8.7,5.1,29.3,3.0,0.5,16.5,27.4,G,FR,corey-sanders-2
509,Jalen Duren,26.7,25.3,29,22.8,.608,2021-22,Memphis,29,29,3.5,113,92,1.8,1.7,.190,3.7,3.3,7.1,25.3,14.0,21.5,18.0,10.5,1.8,9.9,18.6,22.8,C,FR,jalen-duren-1
510,Sean Obi,26.7,26.4,30,24.4,.587,2013-14,Rice,30,29,2.6,104,98,1.1,1.5,.129,0.4,-0.3,0.1,21.0,10.9,30.2,20.5,8.8,1.2,3.2,16.8,24.4,C,FR,sean-obi-1
511,Stephen Hurt,26.6,24.3,30,24.3,.573,2012-13,Lipscomb,30,21,2.1,106,105,1.5,0.6,.116,0.2,-2.6,-2.4,20.8,11.9,26.2,18.6,9.7,0.9,2.6,19.4,24.3,F,FR,stephen-hurt-1
512,Jeremiah Johnson,26.6,22.8,30,23.6,.599,2024-25,Green Bay,30,27,1.5,112,116,1.3,0.3,.090,-0.1,-2.2,-2.3,17.3,3.5,19.7,11.9,12.4,1.0,1.0,13.5,23.6,G,FR,jeremiah-johnson-2
513,Jalen Suggs,26.6,28.9,30,24.8,.595,2020-21,Gonzaga,30,30,4.6,112,91,2.5,2.1,.210,4.8,4.6,9.4,22.6,2.7,18.0,11.0,23.7,3.5,1.1,19.5,24.8,G,FR,jalen-suggs-1
514,Efe Odigie,26.6,27.3,25,27.7,.530,2018-19,UTEP,25,21,1.9,95,92,0.3,1.6,.111,-2.6,0.0,-2.6,18.0,11.0,29.5,20.4,5.5,1.3,2.1,20.2,27.7,F,FR,efe-odigie-1
515,Daniel Oturu,26.6,23.8,35,23.3,.568,2018-19,Minnesota,35,31,3.1,109,99,1.7,1.4,.149,2.8,2.4,5.2,22.0,11.7,21.6,16.6,5.3,1.1,5.7,13.8,23.3,C,FR,daniel-oturu-1
516,Archie Goodwin,26.6,31.8,33,27.2,.509,2012-13,Kentucky,33,33,3.1,100,99,1.6,1.5,.117,1.0,1.1,2.1,16.9,5.6,11.2,8.5,16.8,2.1,1.4,18.1,27.2,G,FR,archie-goodwin-1
517,Braylon Mullins,26.6,25.4,14,21.7,.602,2025-26,Connecticut,14,10,1.5,115,96,0.6,0.9,.168,3.8,5.0,8.8,17.1,4.4,11.4,8.0,10.4,3.0,2.2,13.1,21.7,G,FR,braylon-mullins-1
518,Tyler Hood,26.6,26.1,30,24.1,.561,2011-12,Samford,30,24,1.7,107,112,1.5,0.2,.087,1.0,-3.2,-2.2,17.4,6.0,11.0,8.5,11.3,1.4,0.9,14.2,24.1,F,FR,tyler-hood-1
519,Tucker Anderson,26.6,30.8,31,22.3,.558,2023-24,Central Arkansas,31,29,2.5,115,114,2.0,0.4,.104,1.0,-2.4,-1.5,16.6,2.9,10.4,6.6,9.8,1.6,1.7,8.2,22.3,F,FR,tucker-anderson-1
520,Jordon Varnado,26.6,28.3,31,23.0,.545,2015-16,Troy,31,30,3.0,114,105,2.1,1.0,.139,2.7,-1.0,1.7,21.7,8.6,17.9,13.1,8.0,1.2,4.4,8.3,23.0,F,FR,jordon-varnado-1
521,Nick Mayo,26.6,29.8,31,21.3,.661,2015-16,Eastern Kentucky,31,31,3.1,119,110,2.4,0.7,.133,2.0,-1.4,0.5,20.6,6.4,12.9,9.8,7.3,1.2,4.0,15.6,21.3,F,FR,nick-mayo-1
522,Justin Sears,26.6,22.3,29,26.6,.512,2012-13,Yale,29,15,1.8,100,100,1.0,0.8,.112,-0.1,-0.8,-0.9,19.9,14.6,16.8,15.6,9.9,2.8,3.1,17.5,26.6,F,FR,justin-sears-1
523,Moses Moody,26.5,33.8,32,22.3,.568,2020-21,Arkansas,32,32,5.2,120,98,3.4,1.8,.193,5.2,2.3,7.4,20.4,6.3,11.8,9.0,8.2,1.6,2.0,9.9,22.3,G,FR,moses-moody-1
524,Loudon Love,26.5,27.8,35,25.8,.539,2017-18,Wright State,35,35,3.8,102,89,1.2,2.6,.158,0.0,1.4,1.4,21.1,12.5,28.1,20.2,9.1,1.6,4.1,16.7,25.8,F,FR,loudon-love-1
525,CJ Elleby,26.5,31.0,32,27.1,.531,2018-19,Washington State,32,28,2.1,101,108,1.2,0.8,.084,1.7,-0.6,1.1,17.8,6.0,20.0,13.1,20.1,1.9,2.0,17.8,27.1,F,FR,cj-elleby-1
526,Tim Williams,26.5,35.0,32,22.9,.574,2012-13,Samford,32,30,4.1,112,102,2.8,1.3,.145,1.8,-0.9,0.9,23.2,6.8,21.9,14.0,5.8,2.7,3.7,10.8,22.9,F,FR,tim-williams-3
527,Jett Howard,26.5,31.8,29,23.0,.562,2022-23,Michigan,29,29,3.0,113,106,2.1,1.0,.132,4.2,1.0,5.2,16.7,1.0,8.7,5.0,12.9,0.8,2.1,9.2,23.0,G,FR,jett-howard-1
528,Bradley Beal,26.5,34.2,37,23.0,.575,2011-12,Florida,37,37,5.7,115,97,3.6,2.1,.180,5.4,2.9,8.4,22.0,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23.0,G,FR,bradley-beal-1
529,Cane Broome,26.5,31.6,32,24.4,.543,2014-15,Sacred Heart,32,30,2.7,105,106,1.7,0.9,.106,0.6,-1.4,-0.8,17.0,1.7,11.4,6.6,15.2,2.1,0.6,15.0,24.4,G,FR,cane-broome-1
530,Tyree Appleby,26.5,25.7,34,28.6,.552,2017-18,Cleveland State,34,25,1.5,98,108,0.7,0.8,.070,-0.6,-2.1,-2.7,16.7,2.3,8.9,5.5,33.8,2.9,1.0,24.1,28.6,G,FR,tyree-appleby-1
531,Marquez Letcher-Ellis,26.5,21.6,32,24.9,.570,2015-16,Rice,32,1,1.7,106,109,1.1,0.6,.098,-1.8,-1.5,-3.3,19.5,8.5,18.4,13.5,6.4,2.0,5.4,17.1,24.9,F,FR,marquez-letcher-ellis-1
532,Jason Carter,26.5,20.7,31,23.7,.561,2016-17,Ohio,31,15,2.9,112,93,1.5,1.5,.183,1.0,1.1,2.1,22.1,10.6,23.0,17.0,5.7,1.7,3.1,12.0,23.7,F,FR,jason-carter-5
533,Sam Iorio,26.5,33.4,28,22.2,.610,2017-18,American,28,28,3.1,115,107,2.2,0.9,.133,2.5,-1.1,1.3,21.3,5.8,19.4,12.2,9.3,2.4,3.0,12.6,22.2,F,FR,sam-iorio-2
534,Pascal Siakam,26.4,30.8,34,21.2,.614,2014-15,New Mexico State,34,27,5.9,123,92,3.5,2.4,.225,3.8,1.8,5.5,26.1,13.5,17.8,15.7,10.0,1.7,5.9,15.3,21.2,F,FR,pascal-siakam-1
535,David Mirkovic,26.4,28.1,21,22.2,.593,2025-26,Illinois,21,20,2.9,124,102,1.7,1.1,.193,5.7,2.6,8.4,20.6,10.9,21.1,16.3,15.6,1.0,0.9,16.3,22.2,F,FR,david-mirkovic-1
536,Josh Christopher,26.4,29.7,15,25.5,.529,2020-21,Arizona State,15,15,1.1,101,104,0.6,0.5,.099,2.4,1.8,4.2,17.8,2.4,16.1,9.0,9.8,2.7,1.9,11.4,25.5,G,FR,josh-christopher-1
537,Trey McKenney,26.4,20.4,20,19.9,.641,2025-26,Michigan,20,0,2.0,130,100,1.1,0.9,.194,4.2,3.5,7.7,16.1,2.8,10.5,7.2,7.0,1.1,0.0,10.4,19.9,G,FR,trey-mckenney-1
538,Jackson Rasmussen,26.4,31.7,20,22.6,.596,2025-26,Idaho,20,20,1.9,114,110,1.1,0.8,.121,-0.1,-1.2,-1.3,16.1,4.3,12.8,8.6,9.0,0.9,1.2,14.3,22.6,F,FR,jackson-rasmussen-1
539,AJ Brodeur,26.4,30.9,28,25.1,.550,2016-17,Pennsylvania,28,28,2.9,103,96,1.2,1.7,.136,0.6,2.6,3.2,21.7,6.7,18.7,12.8,14.1,1.9,9.1,16.1,25.1,F,FR,aj-brodeur-1
540,Taylor Hendricks,26.4,34.7,34,21.2,.589,2022-23,UCF,34,34,5.7,122,97,3.5,2.2,.195,5.4,2.5,7.9,22.5,8.1,16.2,12.1,8.6,1.6,6.2,9.9,21.2,F,FR,taylor-hendricks-1
541,Kelly Oubre,26.4,21.0,36,23.1,.555,2014-15,Kansas,36,27,3.4,112,93,1.7,1.7,.180,4.7,4.1,8.8,21.1,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,G,FR,kelly-oubre-1
542,Jeremy Hemsley,26.4,27.4,37,24.2,.542,2015-16,San Diego State,37,25,3.7,107,97,1.8,1.9,.146,1.2,2.1,3.4,15.9,2.2,7.5,4.9,15.5,1.6,1.3,14.8,24.2,G,FR,jeremy-hemsley-1
543,Jalen Forrest,26.4,26.3,27,27.0,.506,2022-23,Presbyterian,27,15,1.0,98,111,0.6,0.4,.057,-1.9,-3.7,-5.6,12.4,4.2,8.5,6.3,12.1,1.1,0.5,16.7,27.0,G,FR,jalen-forrest-1
544,Ethan Chargois,26.4,21.3,31,23.8,.552,2017-18,SMU,31,24,2.5,109,98,1.2,1.2,.149,1.4,1.3,2.7,19.2,8.2,16.3,12.2,10.8,2.3,4.2,13.9,23.8,F,FR,ethan-chargois-1
545,Jontrell Walker,26.4,29.9,27,24.5,.570,2014-15,Incarnate Word,27,24,1.7,106,112,1.4,0.3,.085,0.1,-3.5,-3.3,15.9,2.0,6.6,4.3,12.1,1.8,0.1,16.3,24.5,G,FR,jontrell-walker-1
546,Kouat Noi,26.4,22.0,33,20.3,.622,2017-18,TCU,33,9,2.6,124,109,2.0,0.6,.145,5.3,0.7,6.1,18.9,6.4,15.0,10.8,5.8,1.7,0.4,9.4,20.3,F,FR,kouat-noi-1
547,De'Sean Allen-Eikens,26.4,29.6,33,24.5,.564,2019-20,North Dakota,33,30,2.7,108,109,2.1,0.5,.109,0.8,-2.8,-2.0,17.6,8.4,10.6,9.5,7.5,1.1,1.1,15.0,24.5,G,FR,desean-allen-eikens-1
548,Drew Timme,26.4,20.5,33,21.0,.625,2019-20,Gonzaga,33,4,3.9,125,93,2.5,1.4,.233,3.8,2.2,6.0,25.0,11.6,17.7,14.8,10.6,1.4,4.5,13.4,21.0,F,FR,drew-timme-1
549,Jalen Smith,26.4,26.7,33,22.9,.551,2018-19,Maryland,33,33,3.9,117,99,2.4,1.5,.177,4.6,2.3,7.0,22.4,12.5,16.4,14.6,7.1,1.0,5.1,10.5,22.9,F,FR,jalen-smith-1
