Rk,Player,PTS/100 Poss.,MP/G,G,USG%,TS%,Season,Team,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Class,Player-additional
661,Eric Williams Jr.,25.5,33.7,32,23.8,.524,2017-18,Duquesne,32,31,3.7,108,100,1.9,1.8,.137,2.4,0.0,2.4,18.9,7.0,24.1,15.2,9.9,2.4,1.0,13.3,23.8,G,FR,eric-williamsjr-1
662,Kyle Castlin,25.5,26.7,28,22.1,.562,2014-15,Columbia,28,28,2.8,117,105,2.0,0.8,.151,2.8,-1.3,1.5,19.8,9.0,11.0,10.0,8.3,1.9,1.2,12.0,22.1,G,FR,kyle-castlin-1
663,Travis Evee,25.5,28.9,33,22.4,.585,2019-20,VMI,33,22,2.9,109,105,2.0,0.9,.122,0.7,-0.7,0.1,17.5,1.3,7.8,4.5,16.8,2.9,0.4,14.9,22.4,G,FR,travis-evee-1
664,Jeromie Hill,25.5,30.5,34,24.5,.545,2010-11,UTSA,34,34,2.6,100,102,1.3,1.3,.099,0.2,-2.0,-1.9,17.1,7.6,16.6,12.2,8.1,1.5,1.9,17.3,24.5,F,FR,jeromie-hill-1
665,Mohamed Bamba,25.5,30.2,30,21.3,.593,2017-18,Texas,30,29,4.8,118,90,2.4,2.4,.212,5.0,5.9,10.9,28.3,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,F,FR,mohamed-bamba-1
666,Kevin Bailey,25.5,21.7,31,25.4,.543,2011-12,Portland,31,23,0.7,98,114,0.7,0.0,.044,-0.4,-1.0,-1.4,14.0,3.6,8.8,6.1,11.2,1.7,3.0,19.4,25.4,G,FR,kevin-bailey-1
667,Jalen Benjamin,25.5,27.8,31,25.8,.541,2019-20,UAB,31,26,1.9,97,102,0.8,1.0,.088,-0.2,-1.4,-1.5,13.2,2.0,9.4,5.9,10.7,1.5,0.6,20.7,25.8,G,FR,jalen-benjamin-1
668,Que Johnson,25.5,23.8,31,23.8,.514,2013-14,Washington State,31,14,1.4,103,110,0.8,0.6,.074,0.9,-0.4,0.5,13.3,2.7,9.9,6.1,7.1,1.2,0.3,9.4,23.8,G,FR,que-johnson-1
669,Charlie Moore,25.5,28.8,34,26.7,.505,2016-17,California,34,34,2.6,98,99,0.8,1.7,.104,0.7,1.7,2.3,13.5,1.4,6.3,3.9,27.4,2.3,0.0,19.4,26.7,G,FR,charlie-moore-1
670,Askia Booker,25.5,21.5,35,25.9,.513,2011-12,Colorado,35,1,2.1,99,98,0.9,1.2,.110,0.4,0.9,1.3,15.3,3.3,12.1,7.7,14.8,2.1,0.1,16.3,25.9,G,FR,askia-booker-1
671,Kawhi Leonard,25.5,31.3,34,24.3,.515,2009-10,San Diego State,34,33,5.0,110,91,2.5,2.5,.188,,,,23.2,13.9,23.6,18.9,12.7,2.8,2.6,15.5,24.3,F,FR,kawhi-leonard-1
672,Isaiah Austin,25.5,29.9,35,24.1,.516,2012-13,Baylor,35,35,3.8,105,96,2.0,1.8,.145,3.0,1.6,4.6,19.9,9.7,22.6,16.1,7.5,0.7,5.4,12.8,24.1,C,FR,isaiah-austin-1
673,Gabriel Pozzato,25.5,34.9,24,23.8,.553,2024-25,Evansville,24,24,1.7,103,108,0.7,1.0,.083,-1.0,-0.8,-1.8,14.8,2.6,11.7,7.3,8.6,2.2,1.4,12.9,23.8,F,FR,gabriel-pozzato-1
674,Za-Ontay Boothman,25.5,21.5,22,25.8,.505,2020-21,Houston Baptist,22,7,0.4,95,113,0.3,0.1,.036,-2.2,-4.3,-6.4,12.2,1.9,8.9,5.4,12.3,1.4,0.2,13.3,25.8,G,FR,za-ontay-boothman-1
675,Shawn Williams,25.5,28.2,30,22.4,.572,2017-18,East Carolina,30,14,1.7,109,114,1.4,0.3,.082,1.6,-2.4,-0.8,13.8,0.4,6.1,3.3,12.8,1.0,0.0,13.1,22.4,G,FR,shawn-williams-4
676,Cooper Schwieger,25.5,29.9,31,21.8,.582,2023-24,Valparaiso,31,31,2.4,112,112,1.7,0.6,.103,1.5,-1.5,0.0,17.7,6.7,14.0,10.1,7.4,0.7,3.2,12.5,21.8,F,FR,cooper-schwieger-1
677,Kurk Lee,25.4,32.9,32,25.6,.512,2016-17,Drexel,32,30,2.4,103,109,1.6,0.8,.091,0.7,-1.2,-0.5,17.0,2.4,10.8,6.5,30.2,2.7,0.0,16.8,25.6,G,FR,kurk-lee-2
678,Sam Orme,25.4,21.3,27,20.4,.614,2024-25,Belmont,27,9,2.2,122,107,1.5,0.7,.150,2.7,0.8,3.6,20.3,8.1,15.1,11.6,9.6,2.1,5.1,10.7,20.4,F,FR,sam-orme-1
679,Damari Monsanto,25.4,27.4,25,23.1,.541,2020-21,East Tennessee State,25,20,2.8,109,95,1.4,1.4,.163,3.1,0.4,3.5,19.6,6.4,24.7,15.6,7.2,2.3,1.2,11.7,23.1,F,FR,damari-monsanto-1
680,Sekou Wiggs,25.4,23.4,31,23.6,.548,2013-14,Idaho,31,0,1.8,109,112,1.4,0.4,.099,-0.1,-2.3,-2.3,17.0,5.6,14.4,10.0,11.8,1.3,0.0,14.9,23.6,G,FR,sekou-wiggs-1
681,AJ Griffin,25.4,24.0,39,18.8,.630,2021-22,Duke,39,25,4.2,129,102,3.0,1.2,.180,6.6,1.5,8.1,20.7,3.9,13.7,9.1,7.0,1.3,2.3,7.2,18.8,F,FR,aj-griffin-1
682,Noah Waterman,25.4,27.4,15,17.7,.722,2020-21,Detroit Mercy,15,12,1.7,133,110,1.5,0.2,.161,3.6,-1.7,1.9,21.4,5.0,14.7,9.8,6.5,1.1,2.9,11.5,17.7,F,FR,noah-waterman-1
683,Khallid Hart,25.4,34.5,31,22.6,.579,2013-14,Marist,31,31,2.9,110,109,2.0,1.0,.110,0.9,-0.2,0.7,16.8,2.0,8.1,5.0,17.3,2.4,0.0,16.0,22.6,G,FR,khallid-hart-1
684,Jaden Zimmerman,25.4,24.2,33,22.0,.548,2024-25,Quinnipiac,33,20,2.2,111,108,1.3,0.9,.110,-1.2,-1.6,-2.8,13.5,3.0,6.8,4.9,5.1,1.3,1.3,9.3,22.0,G,FR,jaden-zimmerman-1
685,Elijah Pughsley,25.4,20.6,26,26.4,.508,2015-16,Western Carolina,26,4,0.8,95,106,0.2,0.6,.059,-1.9,-1.9,-3.8,11.7,1.9,7.5,4.6,13.9,2.7,0.2,18.7,26.4,G,FR,elijah-pughsley-1
686,Jarrell Brantley,25.4,28.4,31,25.3,.527,2015-16,College of Charleston,31,31,3.0,99,90,0.8,2.2,.137,-0.8,3.0,2.2,18.2,8.1,22.5,15.0,10.7,2.8,2.0,18.6,25.3,F,FR,jarrell-brantley-1
687,Isaiah Blackmon,25.4,22.6,19,21.1,.608,2015-16,Saint Francis (PA),19,4,1.4,115,107,1.0,0.4,.134,1.3,-0.7,0.6,20.2,7.0,10.0,8.5,13.1,2.6,1.2,15.6,21.1,G,FR,isaiah-blackmon-1
688,Tiny Gallon,25.3,24.0,30,23.7,.584,2009-10,Oklahoma,30,21,2.2,105,103,1.4,0.8,.120,,,,21.4,13.1,25.2,19.1,7.5,1.7,3.3,20.9,23.7,F,FR,tiny-gallon-1
689,Seth Hinrichs,25.3,20.3,31,21.6,.653,2011-12,Lafayette,31,19,1.5,110,112,1.4,0.1,.096,2.8,-2.5,0.4,18.4,4.4,14.5,9.2,9.7,1.8,0.9,19.8,21.6,G,FR,seth-hinrichs-1
690,Marcus Shaver Jr.,25.3,28.6,32,25.1,.523,2017-18,Portland,32,21,1.9,103,110,1.2,0.7,.084,-0.5,-0.6,-1.1,16.0,1.0,12.0,6.8,18.1,2.1,0.1,11.7,25.1,G,FR,marcus-shaver-1
691,Sim Bhullar,25.3,24.4,35,20.8,.588,2012-13,New Mexico State,35,26,4.1,117,93,2.4,1.7,.194,3.6,2.5,6.2,25.5,12.8,20.2,16.6,7.1,0.3,10.3,12.8,20.8,C,FR,sim-bhullar-1
692,Steven Roundtree,25.3,28.4,35,22.6,.584,2010-11,Oral Roberts,35,34,3.4,112,106,2.6,0.8,.136,1.9,-0.2,1.6,21.0,11.3,15.4,13.3,12.8,2.1,1.5,18.5,22.6,F,FR,steven-roundtree-1
693,Eli Wilborn,25.3,25.6,30,23.4,.553,2023-24,Saint Francis (PA),30,27,2.5,109,104,1.4,1.1,.132,-0.8,-0.8,-1.7,22.3,12.9,21.3,16.9,15.6,2.0,7.1,16.5,23.4,F,FR,eli-wilborn-1
694,Jordan Allen,25.3,28.4,32,22.2,.535,2017-18,Rider,32,30,2.4,110,108,1.5,0.8,.104,2.0,-1.5,0.5,14.6,2.9,10.6,6.6,4.3,1.5,1.6,9.7,22.2,G,FR,jordan-allen-2
695,Quinndary Weatherspoon,25.3,27.0,31,22.4,.556,2015-16,Mississippi State,31,17,2.9,112,103,1.8,1.2,.141,4.1,2.1,6.2,19.6,6.4,12.8,9.7,9.8,2.9,2.0,11.9,22.4,G,FR,quinndary-weatherspoon-1
696,Keith McKnight,25.3,24.6,22,21.4,.566,2025-26,Quinnipiac,22,3,2.2,118,101,1.2,1.1,.164,0.4,0.7,1.1,21.2,10.2,16.3,13.2,9.2,3.2,3.2,10.8,21.4,F,FR,keith-mcknight-1
697,Jaylen Hoard,25.3,30.2,31,24.6,.519,2018-19,Wake Forest,31,30,1.9,102,109,1.3,0.7,.083,2.1,0.0,2.2,18.1,9.0,19.6,14.0,12.3,1.2,2.5,16.6,24.6,F,FR,jaylen-hoard-1
698,Cameron Oliver,25.3,29.4,38,22.9,.556,2015-16,Nevada,38,33,4.4,107,94,1.9,2.5,.156,1.3,2.5,3.7,22.1,9.7,22.0,16.0,6.0,1.1,9.0,14.7,22.9,F,FR,cameron-oliver-1
699,Nah'Shon Hyland,25.3,20.6,31,22.1,.575,2019-20,VCU,31,9,2.5,110,97,1.4,1.1,.157,3.9,1.9,5.8,18.0,1.8,10.8,6.1,19.2,2.4,1.8,12.9,22.1,G,FR,nahshon-hyland-1
700,Konstantinos Mitoglou,25.3,22.3,32,21.1,.579,2014-15,Wake Forest,32,13,2.3,113,106,1.6,0.7,.127,4.3,0.1,4.3,18.5,8.0,15.2,11.5,4.1,1.3,2.9,11.6,21.1,F,FR,konstantinos-mitoglou-1
701,Kanaan Carlyle,25.3,25.7,23,27.7,.517,2023-24,Stanford,23,16,0.5,94,111,0.1,0.5,.036,-0.3,-0.5,-0.8,11.5,1.9,9.8,6.0,19.5,0.9,2.3,20.5,27.7,G,FR,kanaan-carlyle-1
702,Jordan Gainey,25.3,31.5,32,21.6,.624,2021-22,USC Upstate,32,32,3.2,112,106,2.2,1.0,.127,1.9,-1.2,0.8,18.0,1.2,12.9,7.2,14.1,2.2,1.9,15.5,21.6,G,FR,jordan-gainey-1
703,Dewayne Russell,25.2,33.3,32,26.7,.509,2012-13,Northern Arizona,32,26,1.3,96,111,1.0,0.3,.048,-0.6,-2.1,-2.7,15.1,1.6,8.2,4.6,20.6,2.7,0.4,17.8,26.7,G,FR,dewayne-russell-1
704,Gibson Jimerson,25.2,24.9,10,18.9,.626,2019-20,Saint Louis,10,0,0.9,119,102,0.6,0.3,.141,3.4,0.5,3.9,15.5,0.9,5.8,3.4,3.2,0.9,0.5,9.4,18.9,G,FR,gibson-jimerson-1
705,Koby Thomas,25.2,26.8,33,25.0,.502,2017-18,Robert Morris,33,32,2.3,100,100,0.8,1.5,.102,-1.3,-1.5,-2.8,16.0,8.6,20.3,14.2,5.2,1.3,0.7,13.8,25.0,F,FR,koby-thomas-1
706,Sean Sellers,25.2,29.6,30,20.6,.615,2014-15,Ball State,30,29,2.6,116,111,2.1,0.4,.115,3.2,-1.7,1.5,16.3,3.0,9.4,6.1,9.9,0.6,1.3,13.9,20.6,G,FR,sean-sellers-1
707,Justin Miller,25.2,23.9,33,22.7,.566,2016-17,Louisiana,33,31,2.4,111,107,1.6,0.8,.121,0.7,-1.7,-1.0,16.7,8.4,16.7,12.3,9.9,0.9,0.9,16.8,22.7,F,FR,justin-miller-2
708,Devon Saddler,25.2,33.4,31,25.7,.536,2010-11,Delaware,31,30,1.7,97,108,1.0,0.7,.065,0.8,-1.1,-0.3,15.6,3.3,11.7,7.6,22.0,1.3,0.4,20.4,25.7,G,FR,devon-saddler-1
709,Rasir Bolton,25.2,26.9,32,24.9,.536,2018-19,Penn State,32,9,1.5,98,107,0.7,0.8,.070,1.0,0.1,1.1,11.8,2.5,6.2,4.2,11.4,1.4,0.3,19.4,24.9,G,FR,rasir-bolton-1
710,Andy Johnson,25.2,28.6,22,21.6,.543,2025-26,Illinois–Chicago,22,22,2.2,120,108,1.4,0.9,.142,0.5,0.1,0.6,15.5,2.2,10.6,6.4,13.8,2.0,0.6,9.9,21.6,G,FR,andy-johnson-3
711,Frank Jackson,25.2,24.9,36,21.1,.598,2016-17,Duke,36,16,3.3,119,106,2.4,0.9,.147,3.7,1.4,5.1,17.0,3.1,8.3,5.8,12.6,1.3,0.2,12.9,21.1,G,FR,frank-jackson-2
712,Deywilk Tavarez,25.2,30.9,33,26.9,.519,2023-24,Delaware State,33,30,2.1,95,100,0.3,1.8,.082,-2.1,-0.5,-2.6,13.7,1.3,12.1,6.7,24.6,3.6,0.0,22.3,26.9,G,FR,deywilk-tavarez-1
713,Alon Michaeli,25.2,20.0,19,24.0,.512,2025-26,Colorado,19,0,0.9,108,112,0.5,0.4,.091,1.4,-0.4,1.1,16.2,7.2,20.3,13.8,11.2,1.5,1.7,10.4,24.0,F,FR,alon-michaeli-1
714,Bennedict Mathurin,25.2,25.0,26,19.6,.625,2020-21,Arizona,26,12,2.9,125,102,2.1,0.8,.181,5.7,1.6,7.3,20.1,5.8,16.3,11.1,9.2,1.6,0.3,11.8,19.6,G,FR,bennedict-mathurin-1
715,Tristan Thompson,25.2,30.7,36,22.4,.536,2010-11,Texas,36,34,5.5,112,89,2.8,2.7,.200,4.4,4.5,8.9,24.2,14.0,13.7,13.8,8.1,1.8,7.2,12.7,22.4,F,FR,tristan-thompson-2
716,A.J. Reeves,25.2,22.7,25,21.6,.554,2018-19,Providence,25,21,1.7,109,102,0.9,0.8,.122,2.8,1.6,4.4,16.3,3.5,12.1,7.6,6.2,2.5,0.6,10.1,21.6,G,FR,aj-reeves-1
717,Ryan Betley,25.2,28.1,18,20.2,.618,2016-17,Pennsylvania,18,15,2.0,117,100,1.2,0.8,.156,2.8,0.9,3.7,19.7,4.6,14.0,9.4,7.0,2.4,2.1,11.7,20.2,G,FR,ryan-betley-1
718,Jonathan Isaac,25.2,26.2,32,20.3,.614,2016-17,Florida State,32,32,4.3,122,94,2.4,1.9,.205,5.8,4.2,10.0,24.6,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,F,FR,jonathan-isaac-1
719,Tyzhaun Claude,25.1,21.9,30,22.0,.585,2019-20,Morehead State,30,19,2.4,109,99,1.4,1.0,.145,0.7,-1.5,-0.8,21.9,12.2,20.0,16.1,5.4,1.4,3.0,15.3,22.0,F,FR,tyzhaun-claude-1
720,Eric Mika,25.1,25.5,33,21.9,.557,2013-14,Brigham Young,33,28,3.0,115,106,2.0,1.0,.141,1.5,0.3,1.8,19.2,11.8,14.8,13.3,7.0,1.0,2.9,12.3,21.9,F,FR,eric-mika-2
721,Jarace Walker,25.1,27.6,36,22.4,.534,2022-23,Houston,36,35,5.2,114,87,2.4,2.8,.211,4.5,4.4,8.8,22.1,9.6,18.2,14.0,12.5,2.2,6.3,12.3,22.4,F,FR,jarace-walker-1
722,A.J. Lawson,25.1,29.9,29,24.8,.520,2018-19,South Carolina,29,28,2.2,102,104,1.1,1.1,.102,2.1,1.2,3.3,15.9,3.3,12.9,8.0,20.0,2.1,0.9,16.6,24.8,G,FR,aj-lawson-12
723,Anton Grady,25.1,21.2,33,22.8,.559,2011-12,Cleveland State,33,3,3.4,109,86,1.5,1.9,.197,1.3,3.1,4.4,23.8,11.4,29.1,19.8,10.5,2.6,8.0,16.3,22.8,F,FR,anton-gandy-1
724,Jared Harper,25.1,24.2,32,23.1,.538,2016-17,Auburn,32,30,2.4,113,109,1.8,0.6,.123,3.6,0.8,4.4,17.5,1.4,7.2,4.3,23.1,2.5,0.3,12.6,23.1,G,FR,jared-harper-12
725,Quevyn Winters,25.1,22.0,30,23.5,.568,2012-13,Duquesne,30,8,1.0,99,110,0.7,0.3,.060,1.3,-1.0,0.3,15.1,4.9,16.1,10.1,9.2,1.7,0.6,19.2,23.5,G,FR,quevyn-winters-1
726,Bobby Portis,25.1,27.0,34,21.4,.562,2013-14,Arkansas,34,34,4.4,119,96,2.4,1.9,.190,4.9,2.9,7.7,23.5,10.1,16.7,13.5,10.9,2.1,5.9,9.9,21.4,F,FR,bobby-portis-1
727,Raymond Taylor,25.1,32.8,30,25.8,.504,2009-10,Florida Atlantic,30,30,2.6,103,106,1.7,0.9,.104,,,,17.1,1.2,9.4,5.1,36.6,2.5,0.0,18.0,25.8,G,FR,raymond-taylor-1
728,Cassius Stanley,25.1,27.4,29,21.9,.569,2019-20,Duke,29,29,3.3,112,96,1.9,1.4,.166,3.6,1.9,5.4,18.5,7.6,11.7,9.7,6.6,1.4,2.4,14.4,21.9,G,FR,cassius-stanley-1
729,James Kinney,25.1,22.4,19,24.3,.508,2009-10,Ohio,19,3,1.0,99,103,0.5,0.5,.090,,,,13.7,0.8,6.6,3.7,15.1,2.0,0.7,12.9,24.3,G,FR,james-kinney-1
730,Jordan Williams,25.1,25.3,19,24.6,.521,2011-12,North Texas,19,13,1.6,102,95,0.7,0.9,.136,0.8,-0.5,0.3,17.5,8.4,9.9,9.1,10.9,2.5,2.0,17.1,24.6,G,FR,jordan-williams-2
731,Jakob Poeltl,25.1,23.3,34,21.2,.630,2014-15,Utah,34,34,4.2,115,88,2.1,2.1,.210,3.5,4.2,7.7,24.7,16.0,20.0,18.2,6.6,1.0,8.6,18.2,21.2,F,FR,jakob-poeltl-1
732,Timmy Allen,25.1,28.8,29,21.0,.626,2018-19,Utah,29,26,3.0,120,110,2.5,0.5,.144,2.9,0.3,3.2,20.3,6.5,14.4,10.5,17.2,1.8,0.7,17.2,21.0,F,FR,timmy-allen-1
733,McKinley Wright IV,25.1,32.6,32,25.0,.533,2017-18,Colorado,32,31,3.4,109,107,2.3,1.1,.129,3.9,1.2,5.1,19.8,5.9,10.1,8.1,36.0,1.7,1.5,18.1,25.0,G,FR,mckinley-wrightiv-1
734,Ithiel Horton,25.1,32.6,33,22.1,.570,2018-19,Delaware,33,23,2.6,110,111,2.0,0.6,.098,0.7,-2.2,-1.5,16.2,1.7,9.8,5.9,10.3,1.9,0.4,10.9,22.1,G,FR,ithiel-horton-1
735,Austin Butler,25.1,24.6,30,24.0,.525,2017-18,Holy Cross,30,21,1.7,104,107,1.0,0.7,.095,-0.3,-2.4,-2.6,16.1,5.3,13.3,9.5,10.6,2.0,0.7,8.8,24.0,G,FR,austin-butler-1
736,Ray Salnave,25.1,22.0,30,25.9,.545,2017-18,Monmouth,30,16,1.5,99,102,0.6,1.0,.092,-1.9,1.0,-0.9,15.1,3.2,14.9,9.3,15.2,3.3,0.8,20.9,25.9,G,FR,ray-salnave-1
737,Keitenn Bristow,25.1,26.3,23,25.3,.541,2024-25,Tarleton State,23,19,1.2,98,103,0.2,1.0,.082,-1.6,0.3,-1.3,14.6,6.8,14.2,10.5,13.9,2.4,4.5,19.7,25.3,F,FR,keitenn-bristow-1
738,Chance Mallory,25.1,25.1,20,19.2,.620,2025-26,Virginia,20,0,3.0,137,99,1.9,1.1,.239,5.2,5.9,11.1,22.6,4.9,11.9,8.6,24.4,4.4,0.7,12.9,19.2,G,FR,chance-mallory-1
739,Nijal Pearson,25.1,32.8,36,24.3,.528,2016-17,Texas State,36,36,4.1,105,97,1.8,2.3,.139,0.7,0.0,0.7,18.2,6.9,14.0,10.5,16.4,2.6,1.3,14.9,24.3,G,FR,nijal-pearson-1
740,Augustine Rubit,25.0,30.4,28,21.6,.592,2010-11,South Alabama,28,25,3.3,114,102,2.2,1.1,.156,2.2,-2.9,-0.7,23.9,15.8,24.4,20.0,6.6,1.1,3.7,17.7,21.6,F,FR,augustine-rubit-1
741,Dallas Moore,25.0,28.8,32,23.5,.545,2013-14,North Florida,32,32,1.8,106,113,1.3,0.5,.080,0.5,-2.9,-2.4,13.9,1.5,6.6,4.0,19.4,1.1,0.3,16.8,23.5,G,FR,dallas-moore-1
742,Adam Clark,25.0,31.2,33,25.8,.519,2023-24,Merrimack,33,33,3.5,103,96,1.2,2.3,.137,-1.6,1.8,0.1,18.2,3.2,6.2,4.7,29.3,4.8,0.2,16.2,25.8,G,FR,adam-clark-1
743,Connor Kochera,25.0,31.9,16,22.7,.562,2020-21,William & Mary,16,14,1.3,106,108,0.9,0.3,.098,0.6,-1.2,-0.6,16.5,2.9,14.5,8.7,10.7,1.6,0.4,14.7,22.7,G,FR,connor-kochera-1
744,Pauly Paulicap,25.0,23.7,31,22.3,.582,2017-18,Manhattan,31,31,2.9,112,98,1.5,1.4,.156,-1.0,1.1,0.1,22.4,15.3,20.0,17.7,2.5,0.6,12.6,15.8,22.3,F,FR,pauly-paulicap-1
745,Latif Rivers,25.0,32.7,30,26.6,.528,2010-11,Wagner,30,28,1.5,95,106,0.7,0.8,.063,-0.4,-2.3,-2.7,12.8,1.2,10.5,6.0,20.4,1.2,1.5,20.1,26.6,G,FR,latif-rivers-1
746,Antwon Portley,25.0,33.7,30,23.3,.527,2015-16,Saint Peter's,30,30,2.7,105,104,1.5,1.3,.107,0.2,-0.8,-0.7,14.0,0.9,10.1,5.5,12.3,1.1,0.3,12.1,23.3,G,FR,antwon-portley-1
747,James Harvey,25.0,24.2,29,23.1,.510,2015-16,McNeese State,29,13,1.0,106,117,1.0,0.0,.059,-0.5,-3.4,-3.9,13.0,1.6,4.7,3.1,7.3,1.4,0.3,8.2,23.1,G,FR,james-harvey-3
748,Trey Freeman,25.0,32.0,29,24.4,.529,2011-12,Campbell,29,27,2.3,107,110,1.9,0.4,.099,-0.4,-2.2,-2.6,17.2,2.0,9.4,5.8,23.7,2.0,0.4,15.5,24.4,G,FR,trey-freeman-2
749,Frankie Fidler,25.0,28.7,29,22.5,.590,2021-22,Omaha,29,26,1.3,108,119,1.6,-0.3,.064,1.1,-3.3,-2.2,17.2,2.7,12.3,7.3,13.0,1.5,1.0,16.0,22.5,F,FR,frankie-fidler-1
750,Jabari Bird,25.0,20.0,31,23.2,.528,2013-14,California,31,12,1.3,105,109,0.8,0.5,.086,1.9,0.3,2.2,14.5,3.3,7.9,5.7,10.7,1.2,1.3,11.6,23.2,G,FR,jabari-bird-1
751,Anthony Tarke,25.0,22.2,31,23.5,.585,2016-17,NJIT,31,7,1.7,102,103,0.8,0.9,.100,-0.1,-0.9,-1.0,18.4,8.1,16.4,12.1,9.5,2.7,2.6,20.8,23.5,F,FR,anthony-tarke-1
752,Jr. Clay,25.0,31.6,29,27.2,.516,2018-19,Tennessee Tech,29,19,1.5,95,104,0.5,1.1,.068,-0.4,-0.6,-1.0,15.4,2.8,10.1,6.5,30.6,3.1,0.5,22.3,27.2,G,FR,jr-clay-1
753,Mouhamed Sylla,25.0,21.5,16,22.6,.561,2025-26,Georgia Tech,16,15,1.2,105,96,0.3,0.9,.134,-0.3,1.8,1.5,19.5,10.7,24.4,18.0,6.2,1.9,6.3,14.4,22.6,C,FR,mouhamed-sylla-2
754,Billy Garrett,25.0,29.4,31,24.1,.520,2013-14,DePaul,31,25,1.8,107,114,1.5,0.3,.080,1.1,-0.8,0.3,14.7,1.5,8.7,4.8,21.9,1.9,0.4,15.6,24.1,G,FR,billy-garrett-1
755,Neemias Queta,25.0,27.1,35,21.9,.613,2018-19,Utah State,35,35,4.5,111,89,2.0,2.5,.191,1.8,4.0,5.8,23.9,10.9,25.4,18.5,11.9,1.4,10.4,19.4,21.9,C,FR,neemias-queta-1
756,Ja'Kobi Gillespie,25.0,22.2,32,25.5,.525,2022-23,Belmont,32,8,2.2,104,102,1.1,1.0,.122,0.1,1.3,1.4,18.6,1.4,9.6,5.6,28.2,4.0,1.6,16.6,25.5,G,FR,jakobi-gillespie-1
757,Greg Smith,25.0,27.7,33,22.3,.585,2009-10,Fresno State,33,33,3.0,107,101,1.7,1.3,.131,,,,20.0,9.7,14.8,12.3,10.8,1.8,5.0,17.5,22.3,C,FR,greg-smith-3
758,Mike Smith,25.0,31.4,27,24.4,.506,2016-17,Columbia,27,27,1.9,105,109,1.3,0.6,.092,0.4,-1.8,-1.5,15.3,1.3,6.1,3.7,22.9,2.0,0.0,11.7,24.4,G,FR,mike-smith-9
759,Vlad Kondratyev,24.9,20.9,29,25.9,.534,2009-10,Bryant,29,15,,,,,,,,,,,6.3,10.7,8.5,5.4,0.4,4.1,19.9,25.9,F,FR,vlad-kondratyev-1
760,Will Richard,24.9,27.6,33,21.7,.588,2021-22,Belmont,33,30,4.2,117,96,2.5,1.7,.185,3.2,0.7,3.9,21.6,7.3,18.2,13.1,11.6,2.6,3.4,11.9,21.7,G,FR,will-richard-2
761,Jack Isenbarger,24.9,23.8,31,23.1,.544,2010-11,Elon,31,0,1.9,108,109,1.4,0.4,.102,1.3,-2.7,-1.4,16.3,3.0,12.2,7.5,16.4,1.2,0.1,13.7,23.1,G,FR,jack-isenbarger-1
762,Justin Hill,24.9,26.7,27,25.9,.516,2020-21,Longwood,27,10,1.8,100,103,0.9,0.9,.101,0.1,-1.0,-0.9,16.8,2.1,17.2,9.5,26.1,1.9,0.2,18.1,25.9,G,FR,justin-hill-1
763,DeWayne Jackson,24.9,23.1,37,20.5,.556,2009-10,Morgan State,37,11,3.6,117,98,2.2,1.4,.167,,,,18.5,5.5,14.1,9.8,6.2,2.0,3.1,10.4,20.5,F,FR,dewayne-jackson-1
764,Colt Ryan,24.9,35.3,30,24.6,.515,2009-10,Evansville,30,30,2.6,103,105,1.6,1.0,.100,,,,15.7,3.5,11.6,7.6,20.0,1.9,0.5,14.1,24.6,G,FR,colt-ryan-1
765,Ayo Dosunmu,24.9,31.3,32,24.2,.526,2018-19,Illinois,32,32,2.5,104,106,1.5,1.0,.100,3.8,1.0,4.8,16.9,2.5,12.9,7.4,21.5,2.3,0.9,14.6,24.2,G,FR,ayo-dosunmu-1
766,Jaren Lewis,24.9,21.7,31,21.9,.578,2015-16,Abilene Christian,31,11,2.7,114,100,1.5,1.1,.158,1.5,-0.4,1.1,22.4,6.5,27.1,16.5,13.1,2.9,2.8,11.9,21.9,F,FR,jaren-lewis-1
767,Stephon Castle,24.9,27.0,34,22.0,.551,2023-24,Connecticut,34,30,4.3,120,99,2.5,1.7,.186,3.4,3.1,6.5,19.0,7.8,12.0,10.1,18.4,1.8,2.1,13.0,22.0,G,FR,stephon-castle-2
768,Quinn Woidke,24.9,20.2,21,18.9,.634,2025-26,Kent State,21,0,1.6,129,112,1.1,0.4,.148,2.5,0.0,2.4,15.6,2.7,11.6,7.4,14.9,1.1,0.0,11.5,18.9,G,FR,quinn-woidke-1
769,Branden Dawson,24.9,20.6,31,21.5,.584,2011-12,Michigan State,31,31,3.0,113,91,1.6,1.4,.188,5.0,4.5,9.6,23.3,13.3,13.5,13.4,9.5,2.8,4.8,16.2,21.5,F,FR,branden-dawson-1
770,Jalen Jackson,24.9,20.8,25,23.0,.578,2013-14,Central Arkansas,25,12,1.4,106,105,0.8,0.7,.110,-0.2,-0.9,-1.1,19.9,4.4,17.9,10.9,20.0,3.5,2.2,18.8,23.0,F,FR,jalen-jackson-1
